,Unnamed: 0,state,vet_pop_2006,overall_pop_18_2006,vet_pop_p_2006,vet_suicides_2006,all_suicides_2006,vet_suicides_p_2006,vet_males,vet_males_p,vet_females,vet_females_p,vet_15_24,vet_18_29,vet_17_34,vet_25_34,vet_30_39,vet_25_44,vet_35_44,vet_40_49,vet_35-54,vet_45_54,vet_50_59,vet_45_64,vet_55_64,vet_60,vet_65,vet_rate,civ_rate
24,24,Missouri***,526916,4403875,0.119648264312679,180,799,0.22528160200250302,177.0,0.983333333333333,3.0,0.016666666666667,6.0,,,12.0,,,24.0,,,33.0,,,33.0,,72.0,34.1610427468515,15.966121901211698
25,25,Montana,102845,722684,0.14230977854774698,54,189,0.28571428571428603,54.0,1.0,0.0,0.0,2.0,,,,,8.0,,,,,,20.0,,,24.0,52.50619864845161,21.779849283443
26,26,Nebraska,151844,1316899,0.11530421087722,5,202,0.024752475247525,,0.0,,0.0,,,,,,,,,,,,,,,,3.29285319143331,16.9090729622207
27,27,Nevada,236901,1852592,0.127875430747839,107,486,0.22016460905349802,,0.0,,0.0,3.0,,,2.0,,,7.0,,,20.0,,,30.0,,48.0,45.1665463632488,23.4574556644804
28,28,New Hampshire,130690,1015927,0.128641132679809,33,151,0.21854304635761604,31.0,0.93939393939394,2.0,0.060606060606060996,,,,,,,,,,,,,,,,25.250593006350897,13.329763667808699
29,29,New Jersey,527080,6628089,0.079522166947366,93,585,0.15897435897435902,92.0,0.989247311827957,1.0,0.010752688172043001,2.0,,,6.0,,,13.0,,,10.0,,,21.0,,41.0,17.644380359717697,8.06423986589759
30,30,New Mexico,176274,1436320,0.122726133452156,76,352,0.21590909090909102,74.0,0.9736842105263158,2.0,0.026315789473683997,2.0,,,4.0,,,6.0,,,11.0,,,17.0,,36.0,43.1146964384992,21.9039622362993
31,31,New York,1098766,14768694,0.07439831849722099,216,1326,0.16289592760181001,213.0,0.9861111111111109,3.0,0.013888888888889,2.0,,,9.0,,,4.0,,,20.0,,,45.0,,136.0,19.6584168057621,8.120013507020671
32,32,North Carolina,752508,6625708,0.113573975792474,200,1106,0.180831826401447,194.0,0.97,6.0,0.03,7.0,,,9.0,,,17.0,,,49.0,,,41.0,,77.0,26.5777905351172,15.4260028604509
33,33,North Dakota**,57536,487103,0.118118755170878,18,90,0.2,18.0,1.0,0.0,0.0,2.0,,,2.0,,,1.0,,,5.0,,,4.0,,4.0,31.2847608453838,16.761064048216
34,34,Ohio,961616,8696516,0.110574855493855,251,1325,0.18943396226415102,246.0,0.9800796812749,5.0,0.0199203187251,6.0,,,16.0,,,29.0,,,32.0,,,58.0,,110.0,26.101895143175696,13.8851181010744
35,35,Oklahoma,333358,2668872,0.124905952777053,113,537,0.21042830540037197,,0.0,,0.0,4.0,,,7.0,,,14.0,,,18.0,,,25.0,,45.0,33.897491585622696,18.1544619300077
36,36,Oregon,350730,2839640,0.1235121353411,143,579,0.24697754749568201,136.0,0.951048951048951,7.0,0.048951048951049,2.0,,,6.0,,,12.0,,,32.0,,,25.0,,59.0,40.772103897585,17.517708555150598
37,37,Pennsylvania,1073558,9625288,0.11153515614286,309,1396,0.22134670487105998,305.0,0.9870550161812299,4.0,0.01294498381877,6.0,,,19.0,,,32.0,,,50.0,,,69.0,,133.0,28.782795154057805,12.7108783836721
38,38,Rhode Island,82129,827561,0.099242231086288,21,90,0.23333333333333303,,0.0,,0.0,,,,,,,,,,,,,,,,25.569530859988603,9.256377509953962
39,39,South Carolina,398128,3252620,0.12240224803389299,118,524,0.22519083969465603,114.0,0.966101694915254,4.0,0.033898305084746,5.0,,,15.0,,,12.0,,,17.0,,,22.0,,47.0,29.638709158863502,14.22319628151
40,40,South Dakota,73535,585507,0.12559200829366698,26,125,0.20800000000000002,,0.0,,0.0,,,,,,,,,,,,,,,,35.35731284422379,19.336994991913603
41,41,Tennessee,502295,4578718,0.10970210438817199,150,874,0.17162471395881002,147.0,0.98,3.0,0.02,1.0,,,9.0,,,18.0,,,36.0,,,34.0,,52.0,29.8629291551777,17.7606690964112
42,42,Texas,1660455,16924145,0.09811160327449302,454,2347,0.193438432040903,447.0,0.984581497797357,7.0,0.015418502202643,,31.0,,,38.0,,,64.0,,,92.0,,,229.0,,27.3419032735003,12.4019814343714
43,43,Utah,154774,1753636,0.08825890891838399,63,362,0.174033149171271,61.0,0.968253968253968,2.0,0.031746031746032,5.0,,,0.0,,,9.0,,,7.0,,,16.0,,22.0,40.7045110935945,18.700800944671897
44,44,Vermont,55512,489177,0.11348039666623701,16,81,0.19753086419753102,16.0,1.0,0.0,0.0,0.0,,,0.0,,,3.0,,,3.0,,,6.0,,4.0,28.822596915982103,14.988528011252901
45,45,Virginia,771782,5732436,0.134634211354475,178,876,0.20319634703196301,172.0,0.9662921348314608,6.0,0.033707865168539,5.0,,,5.0,,,19.0,,,39.0,,,33.0,,77.0,23.0635075707907,14.0707253519395
46,46,Washington,629296,4827071,0.130368084496789,200,809,0.24721878862793603,194.0,0.97,6.0,0.03,7.0,,,9.0,,,17.0,,,49.0,,,41.0,,77.0,31.7815463629198,14.507685619167301
47,47,West Virginia,178121,1426759,0.124843088426286,56,269,0.20817843866170999,56.0,1.0,0.0,0.0,0.0,,,3.0,,,3.0,,,13.0,,,13.0,,24.0,31.439302496617497,17.0585870364349
48,48,Wisconsin,447851,4237883,0.10567800007692502,138,670,0.20597014925373103,,0.0,,0.0,5.0,,,6.0,,,25.0,,,34.0,,,22.0,,46.0,30.8138197748805,14.0368207972914
49,49,Wyoming,54263,390268,0.139040351758279,22,116,0.18965517241379298,,0.0,,0.0,,,,,,,,,,,,,,,,40.5432799513481,27.975774170027197
